,id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references,decimalLongitude,decimalLatitude
0,7969995,NCU,,,PreservedSpecimen,62f41058-0912-4ed2-b341-b844398b5006,NCU00163738,75269,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:62f41058-0912-4ed2-b341-b844398b5006,http://sernecportal.org/portal/collections/individual/index.php?occid=7969995,-78.24411267,34.07473261
1,7969996,NCU,,,PreservedSpecimen,7b5c3aab-5235-4e22-acd0-87f42e232736,NCU00015395,154541,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:7b5c3aab-5235-4e22-acd0-87f42e232736,http://sernecportal.org/portal/collections/individual/index.php?occid=7969996,-78.24411267,34.07473261
2,7969997,NCU,,,PreservedSpecimen,bbed0119-7909-45f3-85f0-97fc750b98db,NCU00163739,75259,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:bbed0119-7909-45f3-85f0-97fc750b98db,http://sernecportal.org/portal/collections/individual/index.php?occid=7969997,-78.24411267,34.07473261
3,7970000,NCU,,,PreservedSpecimen,54ac6c95-4929-4ce3-9d9e-229a7dd23bc1,NCU00163740,177271,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:54ac6c95-4929-4ce3-9d9e-229a7dd23bc1,http://sernecportal.org/portal/collections/individual/index.php?occid=7970000,-78.24411267,34.07473261
4,7970001,NCU,,,PreservedSpecimen,e94d64c3-69cf-4cfb-9adc-8067b2a43af4,NCU00028448,572659,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:e94d64c3-69cf-4cfb-9adc-8067b2a43af4,http://sernecportal.org/portal/collections/individual/index.php?occid=7970001,-78.24411267,34.07473261
5,7970004,NCU,,,PreservedSpecimen,dbaec95b-6679-4572-bc94-20a186131d4a,NCU00163741,58196,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Beaufort,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:dbaec95b-6679-4572-bc94-20a186131d4a,http://sernecportal.org/portal/collections/individual/index.php?occid=7970004,-76.86307654,35.49474455
6,7970300,NCU,,,PreservedSpecimen,104a8ea9-1921-4ff7-b8d7-517e3307ffdf,NCU00163814,150770,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Radford, A. E.",,33370,5/17/58,1958,5,17,137,,,"Collected for the ""Flora of the Carolinas""",mixed deciduous forest,,,,,,,,fruiting,,,,,,,United States,North Carolina,Beaufort,,"on Chocowinity Creek, 5 miles se of Chocowinity",,0,,WGS84,5432,,"McCormick, Carol Ann",,GeoLocate,,= on Chocowinity Creek 5 mi SE of Chocowinity,,,,,,,,en,wpmarinello,11/30/15 10:31,,206,urn:uuid:104a8ea9-1921-4ff7-b8d7-517e3307ffdf,http://sernecportal.org/portal/collections/individual/index.php?occid=7970300,-76.86307654,35.49474455
7,7970006,NCU,,,PreservedSpecimen,92a174e6-6be8-422a-bae4-f6e728975e34,NCU00032051,574780,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Alamance,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:92a174e6-6be8-422a-bae4-f6e728975e34,http://sernecportal.org/portal/collections/individual/index.php?occid=7970006,-79.39946026,36.04402745
8,16529523,NCU,,,PreservedSpecimen,0bd74e87-1101-49da-b7b0-2901447f9899,NCU00303116,644696,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Peifer, Mark; McCormick, Carol Ann",5/22/16,,,,,,"Peifer, Mark","McCormick, Carol Ann",s.n.,5/22/16,2016,5,22,143,,,,Several trees at dam on Rock Creek. Do not appear to be planted.,,,,,,,,sterile,,,,,,,United States,North Carolina,Alamance,,"Cedarock Park, an Alamance County park south of Burlington.",,,,WGS84,100,"35^ 59' 46"" N 79^ 26' 24"" W","McCormick, Carol Ann",,,,[lat/long on original label],,,,,,,,,CarolAnnMcCormick,10/24/17 16:24,,206,urn:uuid:0bd74e87-1101-49da-b7b0-2901447f9899,http://sernecportal.org/portal/collections/individual/index.php?occid=16529523,-79.39946026,36.04402745
9,16529526,NCU,,,PreservedSpecimen,185c59ed-8d3b-4187-ac19-973484abb6e0,NCU00303115,644695,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Peifer, Mark; McCormick, Carol Ann",5/22/16,,,,,,"Peifer, Mark","McCormick, Carol Ann",s.n.,5/22/16,2016,5,22,143,,,,Several trees at dam on Rock Creek. Do not appear to be planted.,,,,,,,,sterile,,,,,,,United States,North Carolina,Alamance,,"Cedarock Park, an Alamance County park south of Burlington.",,,,WGS84,100,"35^ 59' 46"" N 79^ 26' 24"" W","McCormick, Carol Ann",,,,[lat/long on original label],,,,,,,,,CarolAnnMcCormick,10/24/17 16:25,,206,urn:uuid:185c59ed-8d3b-4187-ac19-973484abb6e0,http://sernecportal.org/portal/collections/individual/index.php?occid=16529526,-79.39946026,36.04402745
10,7970120,NCU,,,PreservedSpecimen,c04d405f-30ba-4ffb-95f1-37846f417cfb,NCU00005628,177274,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Cumberland,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:c04d405f-30ba-4ffb-95f1-37846f417cfb,http://sernecportal.org/portal/collections/individual/index.php?occid=7970120,-78.82732594,35.04854049
11,7970127,NCU,,,PreservedSpecimen,8f8ae5e9-884e-42f3-b048-31c7307a071a,NCU00163760,177273,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Cumberland,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:8f8ae5e9-884e-42f3-b048-31c7307a071a,http://sernecportal.org/portal/collections/individual/index.php?occid=7970127,-78.82732594,35.04854049
12,7970331,NCU,,,PreservedSpecimen,72991c00-5709-4b79-af23-67bfe7ad839c,NCU00163827,75330,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Coker, William Chambers",,s.n.,9/26/36,1936,9,26,270,,,,,,,,,,,,sterile,,,,,,,United States,North Carolina,Cumberland,,"By bank of Cape Fear River about 6 miles from Fayetteville, N.C.",,0,,WGS84,9548,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,wpmarinello,11/30/15 12:31,,206,urn:uuid:72991c00-5709-4b79-af23-67bfe7ad839c,http://sernecportal.org/portal/collections/individual/index.php?occid=7970331,-78.82732594,35.04854049
13,7970332,NCU,,,PreservedSpecimen,08a9d569-c7f2-495f-a142-46426158067b,NCU00163828,150781,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Melvin, Lionel",,3942,9/17/56,1956,9,17,261,,9/17/56,,,,,,,,,,sterile,,,,,,,United States,North Carolina,Cumberland,,"east Cape Fear River, 17 miles below Fayetteville",,0,,WGS84,6750,,"McCormick, Carol Ann",,GeoLocate,,"~ 17 mi S of Fayetteville, but still in Cumberland County, as label states",,,,,,,,en,wpmarinello,11/30/15 12:35,,206,urn:uuid:08a9d569-c7f2-495f-a142-46426158067b,http://sernecportal.org/portal/collections/individual/index.php?occid=7970332,-78.82732594,35.04854049
14,7970122,NCU,,,PreservedSpecimen,186c6169-1f90-4403-afa2-df297abcb21f,NCU00163759,261251,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Currituck,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:186c6169-1f90-4403-afa2-df297abcb21f,http://sernecportal.org/portal/collections/individual/index.php?occid=7970122,-75.9184455,36.2197187
15,7970334,NCU,,,PreservedSpecimen,b3d38b9c-f6d8-49fc-98b5-038a59f043a1,NCU00163829,150773,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Ahles, Harry E.","Ashworth, R. P.",40160,5/8/58,1958,5,8,128,,,"Collected for the ""Flora of the Carolinas""",flat pine woods,,,,,,,,flowering,,,,,,,United States,North Carolina,Currituck,,2.3 miles north of Grandy on US. 158,,0,,WGS84,591,,"McCormick, Carol Ann",,GeoLocate,,= 2.3 mi N of Grandy on US 158,,,,,,,,en,wpmarinello,11/30/15 12:38,,206,urn:uuid:b3d38b9c-f6d8-49fc-98b5-038a59f043a1,http://sernecportal.org/portal/collections/individual/index.php?occid=7970334,-75.9184455,36.2197187
16,7970124,NCU,,,PreservedSpecimen,bce669d8-59e8-41fc-9c37-dec4897a0d14,NCU00094580,585012,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Chatham,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:bce669d8-59e8-41fc-9c37-dec4897a0d14,http://sernecportal.org/portal/collections/individual/index.php?occid=7970124,-79.25530392,35.70275475
17,7970309,NCU,,,PreservedSpecimen,5d5ee359-59fa-4b05-ac18-08c7be3488e5,NCU00163817,150778,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Crutchfield, Philip J.",,1327,5/4/58,1958,5,4,124,,,"Collected for the ""Flora of the Carolinas""",alluvial woods,,,,,,,,flowering,,,,,,,United States,North Carolina,Chatham,,"6.5 miles south of Chapel Hill, 1.3 mi. east of Rt. 15-501",,0,,WGS84,1179,,"McCormick, Carol Ann",,GeoLocate,,~ 6.5 mi S of Chapel Hill ~ 1.3 mi E of US 15-501,,,,,,,,en,wpmarinello,11/30/15 11:25,,206,urn:uuid:5d5ee359-59fa-4b05-ac18-08c7be3488e5,http://sernecportal.org/portal/collections/individual/index.php?occid=7970309,-79.25530392,35.70275475
18,7970318,NCU,,,PreservedSpecimen,b2505e5a-f22c-40d3-adf7-5fc01dcb6bd7,NCU00163822,178309,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Ahles, Harry E.","Haesloop, John G.",53315,5/5/60,1960,5,5,126,,,"Collected for the ""Flora of the Carolinas""",wooded ravine,,,,,,,,flowering,,,,,,,United States,North Carolina,Chatham,,south side of Edwards Mt. (about 5 miles south of Chapel Hill),,0,,WGS84,2687,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,wpmarinello,11/30/15 11:10,,206,urn:uuid:b2505e5a-f22c-40d3-adf7-5fc01dcb6bd7,http://sernecportal.org/portal/collections/individual/index.php?occid=7970318,-79.25530392,35.70275475
19,7970129,NCU,,,PreservedSpecimen,203e784f-157c-42fc-ae26-f73e53d3a6c6,NCU00005630,415366,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Davidson,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:203e784f-157c-42fc-ae26-f73e53d3a6c6,http://sernecportal.org/portal/collections/individual/index.php?occid=7970129,-80.21274137,35.79316478
20,7970337,NCU,,,PreservedSpecimen,90abc170-e560-4a42-ad3d-238365a8c410,NCU00163830,321845,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Leonard, S. W.",,655,6/18/67,1967,6,18,169,,6/18/67,,in hardwoods,,,,,,,,sterile,,,,,,,United States,North Carolina,Davidson,,"3 miles west of Lexington, N.C. south of US 64 and west of Rowe Rd. along Indian Grave Branch",,0,,WGS84,1781,,"McCormick, Carol Ann",,GeoLocate,,~ midpoint of Indian Grave Branch,,,,,,,,en,wpmarinello,11/30/15 12:51,,206,urn:uuid:90abc170-e560-4a42-ad3d-238365a8c410,http://sernecportal.org/portal/collections/individual/index.php?occid=7970337,-80.21274137,35.79316478
21,7970339,NCU,,,PreservedSpecimen,0278f48f-d6ac-4920-b861-92a36deb230b,NCU00163831,289834,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Leonard, S. W.",,654,6/18/67,1967,6,18,169,,,,,,,,,,,,sterile,,,,,,,United States,North Carolina,Davidson,,"3 mi. w of Lexington, s of US 64 along Indian Grave Branch",,0,,,1781,,"McCormick, Carol Ann",,,,~ midpoint of Indian Grave Branch,,,,,,,,en,wpmarinello,11/30/15 12:55,,206,urn:uuid:0278f48f-d6ac-4920-b861-92a36deb230b,http://sernecportal.org/portal/collections/individual/index.php?occid=7970339,-80.21274137,35.79316478
22,7970344,NCU,,,PreservedSpecimen,6258266f-3acd-40e1-b736-7e43f9788479,NCU00163832,287116,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Leonard, S. W.",,137,6/17/66,1966,6,17,168,,,Plants of the Southeastern United States,NE exposure; 15% slope,,,,,,,,sterile,,,,,,,United States,North Carolina,Davidson,,"3 mi. west of Lexington, N.C. off Trantham Rd. south of Snyder's Branch",,0,,WGS84,2537,,"McCormick, Carol Ann",,GeoLocate,,= 3 mi due W of Lexington,,,,,,,,en,wpmarinello,12/14/15 16:39,,206,urn:uuid:6258266f-3acd-40e1-b736-7e43f9788479,http://sernecportal.org/portal/collections/individual/index.php?occid=7970344,-80.21274137,35.79316478
23,7970131,NCU,,,PreservedSpecimen,01d187c2-98e5-4451-84ab-5e15817ebed0,NCU00163761,285886,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Durham,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:01d187c2-98e5-4451-84ab-5e15817ebed0,http://sernecportal.org/portal/collections/individual/index.php?occid=7970131,-78.87642245,36.0359323
24,7970348,NCU,,,PreservedSpecimen,72e9c190-b6fd-40bb-9f74-1a507443175d,NCU00163833,571589,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Rockwell, Herbert C., Jr.",1965-11-00,,West Virginia University,,,,"Reed, John F.",,55,9/30/33,1933,9,30,273,,,No. 169 part of specimen no. 168 mounted separately,,,,,,,,,sterile,,,,,,,United States,North Carolina,Durham,,"Duke Forest, Durham County, N.C.",,0,,WGS84,23343,,"McCormick, Carol Ann",,GeoLocate,,~ center of Durham County; unable to determine which section of Duke Forest from label,,,,,,,,en,wpmarinello,10/6/16 17:20,,206,urn:uuid:72e9c190-b6fd-40bb-9f74-1a507443175d,http://sernecportal.org/portal/collections/individual/index.php?occid=7970348,-78.87642245,36.0359323
25,7976890,NCU,,,PreservedSpecimen,4753c31f-2199-4283-94e3-11c95b297ffc,NCU00164881,571588,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Rockwell, Herbert C., Jr.",1965-11-00,,West Virginia University,,,,"Reed, John F.",,55,9/30/33,1933,9,30,273,,,No. 168. See also specimen no. 169.,Near brook,,,,,,,,sterile,,,,,,,United States,North Carolina,Durham,,"Duke Forest, Durham County, N.C.",,0,,WGS84,23343,,"McCormick, Carol Ann",,GeoLocate,,~ center of Durham County; unable to determine which section of Duke Forest from label,,,,,,,,en,Carol Ann McCormick,10/6/16 17:21,,206,urn:uuid:4753c31f-2199-4283-94e3-11c95b297ffc,http://sernecportal.org/portal/collections/individual/index.php?occid=7976890,-78.87642245,36.0359323
26,7970136,NCU,,,PreservedSpecimen,1970fcf1-4e14-439b-a944-0e74296f61d2,NCU00163762,287072,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Nash,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:1970fcf1-4e14-439b-a944-0e74296f61d2,http://sernecportal.org/portal/collections/individual/index.php?occid=7970136,-77.98645268,35.96723777
27,7970141,NCU,,,PreservedSpecimen,b0cb407b-4eea-471b-8741-f872b2d6b6cd,NCU00078038,264989,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Moore,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:b0cb407b-4eea-471b-8741-f872b2d6b6cd,http://sernecportal.org/portal/collections/individual/index.php?occid=7970141,-79.48133651,35.31069142
28,7970143,NCU,,,PreservedSpecimen,4d723738-4f28-4d2d-982c-7d124de4fd58,NCU00019892,568389,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Harnett,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:4d723738-4f28-4d2d-982c-7d124de4fd58,http://sernecportal.org/portal/collections/individual/index.php?occid=7970143,-78.86928141,35.36869989
29,7970365,NCU,,,PreservedSpecimen,bc7e3bb9-f3da-4772-bbef-b8bdabbfee04,NCU00163842,150790,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Laing, Henrietta",,1411,6/7/57,1957,6,7,158,,,"Collected for the ""Flora of the Carolinas""",wooded stream bank,,,,,,,,fruiting,,,,,,,United States,North Carolina,Harnett,,approx. 3 mi. n.w. of Lillington near Cape Fear River,,0,,WGS84,1637,,"McCormick, Carol Ann",,GeoLocate,,= 3 mi nw of Lillington along Cape Fear River,,,,,,,,en,wpmarinello,11/30/15 14:19,,206,urn:uuid:bc7e3bb9-f3da-4772-bbef-b8bdabbfee04,http://sernecportal.org/portal/collections/individual/index.php?occid=7970365,-78.86928141,35.36869989
30,7970145,NCU,,,PreservedSpecimen,ee5d24cb-4020-40c1-93d2-769c40a72846,NCU00163763,56012,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Jones,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:ee5d24cb-4020-40c1-93d2-769c40a72846,http://sernecportal.org/portal/collections/individual/index.php?occid=7970145,-77.35553972,35.02215079
31,7970372,NCU,,,PreservedSpecimen,d548ff9d-e0b5-459e-850f-1d6d34f32f8f,NCU00163847,50789,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Radford, A. E.",,5648,4/29/51,1951,4,29,119,,,,Beech [Fagus] woods,,,,,,,,flowering,,,,,,,United States,North Carolina,Jones,,on Island Creek near Trent River,,0,,WGS84,3454,,"McCormick, Carol Ann",,GeoLocate,,~ midpoint of Island Creek,,,,,,,,en,wpmarinello,11/30/15 14:49,,206,urn:uuid:d548ff9d-e0b5-459e-850f-1d6d34f32f8f,http://sernecportal.org/portal/collections/individual/index.php?occid=7970372,-77.35553972,35.02215079
32,7970373,NCU,,,PreservedSpecimen,bf7e15f0-9a72-45b1-b3ba-af2bce7839ef,NCU00163848,54894,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,"Radford, A. E.","Haesloop, John G.; Miller, Charles E.",7337,7/10/53,1953,7,10,191,,,,hardwood forest over marl,,,,,,,,sterile,,,,,,,United States,North Carolina,Jones,,on Trent R. [River] 3/4 mi. n.e. of Pollocksville,,0,,WGS84,589,,"McCormick, Carol Ann",,GeoLocate,,= Trent River .75 mi ne of Pollocksville,,,,,,,,en,wpmarinello,11/30/15 14:54,,206,urn:uuid:bf7e15f0-9a72-45b1-b3ba-af2bce7839ef,http://sernecportal.org/portal/collections/individual/index.php?occid=7970373,-77.35553972,35.02215079
33,7970375,NCU,,,PreservedSpecimen,5578db95-1c37-4e2a-af07-f5a41263c69c,NCU00163849,57501,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia tripetala,90977,(L.) L.,Magnolia,tripetala,,,"Tobe, John David",1992-11-00,,section: Rhytidospermum Spach; Clemson University (CLEMS),,,,Corbin,Wyatt,s.n.,8/8/54,1954,8,8,220,,,,Pineland - Marl forest,,,,,,,,sterile,,,,,,,United States,North Carolina,Jones,,"Island Creek, 5 miles south of New Bern",,0,,WGS84,3634,,"McCormick, Carol Ann",,GeoLocate,,~ midpoint of Island Creek,,,,,,,,en,wpmarinello,11/30/15 14:57,,206,urn:uuid:5578db95-1c37-4e2a-af07-f5a41263c69c,http://sernecportal.org/portal/collections/individual/index.php?occid=7970375,-77.35553972,35.02215079
34,7970146,NCU,,,PreservedSpecimen,52cf8ab8-810e-4d75-864d-b4d9c9bef35b,NCU00163764,75265,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Orange,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,10/18/16 17:32,,206,urn:uuid:52cf8ab8-810e-4d75-864d-b4d9c9bef35b,http://sernecportal.org/portal/collections/individual/index.php?occid=7970146,-79.12054743,36.06144985
35,7970151,NCU,,,PreservedSpecimen,839a608b-ecfa-47b5-846c-6a1f6cf6d716,NCU00163765,75270,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Orange,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:839a608b-ecfa-47b5-846c-6a1f6cf6d716,http://sernecportal.org/portal/collections/individual/index.php?occid=7970151,-79.12054743,36.06144985
36,7970152,NCU,,,PreservedSpecimen,eb926ffd-9fe3-4cc2-ba8a-4cc1e80b3f01,NCU00005627,561202,Plantae,Magnoliophyta,,Magnoliales,Magnoliaceae,Magnolia grandiflora,17263,L.,Magnolia,grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Orange,,,,,,,,,,,,,,,,,,,,,en,wpmarinello,11/25/15 9:57,,206,urn:uuid:eb926ffd-9fe3-4cc2-ba8a-4cc1e80b3f01,http://sernecportal.org/portal/collections/individual/index.php?occid=7970152,-79.12054743,36.06144985
